trip_date,total_trips,avg_trip_duration,avg_temp,max_temp,min_temp,precipitation,snowfall,avg_daily_wind_speed
2016-03-23,583,996.49,57.0,74.0,45.0,0.0,0.0,10.29
2016-03-24,553,550.43,52.0,56.0,44.0,0.0,0.0,9.62
2016-03-25,478,829.15,57.0,74.0,46.0,0.11,0.0,11.41
2016-03-26,383,951.68,47.0,54.0,38.0,0.0,0.0,9.17
2016-03-27,304,2029.26,46.0,51.0,44.0,0.0,0.0,6.93
2016-03-28,306,836.27,48.0,65.0,43.0,0.38,0.0,15.21
2016-03-29,438,870.6,51.0,56.0,40.0,0.0,0.0,21.03
2016-03-30,518,489.98,45.0,55.0,33.0,0.0,0.0,8.5
2016-03-31,575,529.36,58.0,74.0,46.0,0.0,0.0,13.87
2016-04-01,523,587.2,70.0,80.0,62.0,0.0,0.0,13.42
2016-04-02,317,1263.56,58.0,64.0,42.0,0.16,0.0,9.84
2016-04-03,204,645.37,43.0,45.0,35.0,0.03,0.0,19.91
2016-04-04,255,453.29,41.0,44.0,30.0,0.44,0.0,10.51
2016-04-05,422,450.93,34.0,44.0,26.0,0.0,0.0,16.33
2016-04-06,463,609.78,38.0,49.0,27.0,0.0,0.0,8.5
2016-04-07,477,630.82,53.0,61.0,46.0,0.09,0.0,12.53
2016-04-08,456,424.6,48.0,50.0,38.0,0.0,0.0,14.09
2016-04-09,201,518.57,40.0,44.0,32.0,0.09,0.0,10.74
2016-04-10,270,879.61,40.0,52.0,31.0,0.0,0.0,11.18
2016-04-11,515,514.97,51.0,68.0,42.0,0.01,0.0,10.29
2016-04-12,431,610.48,56.0,61.0,44.0,0.13,0.0,12.3
2016-04-13,595,477.9,48.0,58.0,39.0,0.0,0.0,7.38
2016-04-14,593,527.1,50.0,62.0,41.0,0.0,0.0,7.16
2016-04-15,594,571.74,51.0,65.0,39.0,0.0,0.0,4.7
2016-04-16,542,1392.68,54.0,68.0,41.0,0.0,0.0,6.93
2016-04-17,692,1603.37,56.0,73.0,42.0,0.0,0.0,3.8
2016-04-18,706,846.07,64.0,81.0,47.0,0.0,0.0,6.49
2016-04-19,704,689.56,67.0,74.0,54.0,0.0,0.0,14.32
2016-04-20,684,592.26,60.0,69.0,50.0,0.0,0.0,9.84
2016-04-21,737,750.14,60.0,77.0,44.0,0.0,0.0,11.86
2016-04-22,832,712.46,71.0,83.0,61.0,0.0,0.0,8.5
2016-04-23,556,1057.49,67.0,73.0,54.0,0.04,0.0,12.75
2016-04-24,626,1360.55,58.0,72.0,45.0,0.0,0.0,8.28
2016-04-25,741,1027.97,58.0,68.0,48.0,0.0,0.0,5.37
2016-04-26,664,666.98,58.0,68.0,46.0,0.1,0.0,8.05
2016-04-27,737,723.92,51.0,67.0,46.0,0.0,0.0,8.05
2016-04-28,632,3649.31,52.0,58.0,47.0,0.0,0.0,6.71
2016-04-29,558,536.59,51.0,57.0,47.0,0.03,0.0,7.83
2016-04-30,615,1418.72,52.0,63.0,44.0,0.0,0.0,7.16
2016-05-01,186,527.05,49.0,51.0,43.0,0.21,0.0,6.93
2016-05-02,601,655.87,50.0,61.0,45.0,0.14,0.0,4.47
2016-05-03,431,1043.73,54.0,55.0,51.0,0.59,0.0,6.49
2016-05-04,574,471.05,52.0,58.0,49.0,0.01,0.0,9.62
2016-05-05,624,523.77,51.0,59.0,46.0,0.0,0.0,12.97
2016-05-06,338,1029.96,52.0,54.0,49.0,0.62,0.0,10.51
2016-05-07,450,1188.01,52.0,59.0,48.0,0.1,0.0,5.14
2016-05-08,420,1418.03,56.0,68.0,47.0,0.11,0.0,10.29
2016-05-09,777,662.03,61.0,75.0,45.0,0.0,0.0,12.75
2016-05-10,689,780.52,57.0,62.0,46.0,0.0,0.0,8.72
2016-05-11,748,635.11,61.0,74.0,49.0,0.0,0.0,6.04
2016-05-12,823,615.22,67.0,77.0,54.0,0.0,0.0,5.37
2016-05-13,551,674.87,62.0,66.0,58.0,0.29,0.0,4.25
2016-05-14,688,1116.08,66.0,76.0,56.0,0.0,0.0,9.62
2016-05-15,440,1117.66,54.0,59.0,44.0,0.0,0.0,16.11
2016-05-16,703,634.18,52.0,69.0,40.0,0.0,0.0,15.43
2016-05-17,716,566.77,59.0,66.0,52.0,0.0,0.0,9.4
2016-05-18,699,547.76,57.0,67.0,50.0,0.0,0.0,7.16
2016-05-19,796,758.12,61.0,72.0,54.0,0.0,0.0,3.8
2016-05-20,734,960.94,64.0,76.0,52.0,0.0,0.0,5.59
2016-05-21,402,996.03,62.0,64.0,54.0,0.08,0.0,4.7
2016-05-22,626,1246.09,60.0,70.0,52.0,0.04,0.0,6.49
2016-05-23,805,560.93,65.0,76.0,53.0,0.01,0.0,5.82
2016-05-24,683,573.61,65.0,77.0,58.0,0.05,0.0,4.7
2016-05-25,894,839.03,74.0,91.0,57.0,0.0,0.0,8.05
2016-05-26,817,678.38,80.0,93.0,64.0,0.0,0.0,6.93
2016-05-27,746,643.13,79.0,89.0,70.0,0.0,0.0,7.38
2016-05-28,528,1090.82,82.0,96.0,71.0,0.0,0.0,10.51
2016-05-29,631,1445.96,80.0,88.0,69.0,0.03,0.0,8.28
2016-05-30,550,1603.82,75.0,83.0,69.0,1.57,0.0,6.49
2016-05-31,818,657.03,77.0,85.0,71.0,0.0,0.0,6.04
2016-06-01,842,664.15,76.0,84.0,67.0,0.0,0.0,7.16
2016-06-02,836,761.63,68.0,72.0,63.0,0.0,0.0,6.71
2016-06-03,621,697.82,65.0,70.0,63.0,0.03,0.0,4.25
2016-06-04,590,1129.44,72.0,85.0,65.0,0.01,0.0,5.59
2016-06-05,417,2127.72,69.0,74.0,66.0,0.94,0.0,6.93
2016-06-06,807,765.73,74.0,86.0,66.0,0.0,0.0,11.63
2016-06-07,865,1462.09,77.0,87.0,64.0,0.14,0.0,11.41
2016-06-08,693,607.52,63.0,69.0,54.0,0.51,0.0,12.53
2016-06-09,801,590.9,63.0,75.0,53.0,0.0,0.0,15.21
2016-06-10,852,899.09,67.0,80.0,56.0,0.0,0.0,11.63
2016-06-11,617,1012.3,72.0,91.0,55.0,0.0,0.0,10.07
2016-06-12,688,1257.18,82.0,88.0,63.0,0.0,0.0,19.91
2016-06-13,828,624.95,67.0,76.0,57.0,0.0,0.0,15.43
2016-06-14,867,620.65,69.0,82.0,59.0,0.0,0.0,10.51
2016-06-15,885,659.14,75.0,87.0,59.0,0.0,0.0,6.93
2016-06-16,785,670.2,73.0,77.0,67.0,0.0,0.0,4.47
2016-06-17,912,841.71,71.0,79.0,63.0,0.0,0.0,7.83
2016-06-18,749,1162.0,72.0,86.0,58.0,0.0,0.0,5.59
2016-06-19,834,1352.89,75.0,88.0,63.0,0.0,0.0,6.71
2016-06-20,893,701.59,74.0,85.0,65.0,0.0,0.0,6.49
2016-06-21,875,781.23,82.0,91.0,73.0,0.0,0.0,10.74
2016-06-22,949,619.44,79.0,90.0,67.0,0.0,0.0,8.28
2016-06-23,921,681.75,76.0,83.0,69.0,0.0,0.0,4.47
2016-06-24,927,705.33,75.0,83.0,68.0,0.0,0.0,8.28
2016-06-25,751,961.83,73.0,82.0,64.0,0.0,0.0,7.38
2016-06-26,679,1228.81,75.0,86.0,65.0,0.0,0.0,7.38
2016-06-27,831,708.04,75.0,87.0,64.0,0.37,0.0,9.17
2016-06-28,843,573.11,73.0,78.0,69.0,0.39,0.0,5.82
2016-06-29,923,703.59,75.0,87.0,68.0,0.01,0.0,8.28
2016-06-30,866,977.27,77.0,88.0,67.0,0.0,0.0,7.16
2016-07-01,709,600.6,75.0,80.0,70.0,0.2,0.0,7.38
2016-07-02,567,982.56,73.0,80.0,66.0,0.0,0.0,13.42
2016-07-03,628,1284.59,74.0,83.0,63.0,0.0,0.0,7.38
2016-07-04,742,1698.77,74.0,84.0,62.0,0.46,0.0,8.28
2016-07-05,820,924.48,77.0,89.0,70.0,0.17,0.0,7.16
2016-07-06,897,615.97,84.0,95.0,74.0,0.0,0.0,5.14
2016-07-07,875,665.89,85.0,95.0,77.0,0.01,0.0,7.61
2016-07-08,783,576.52,81.0,90.0,69.0,0.05,0.0,9.62
2016-07-09,607,1324.81,69.0,71.0,66.0,0.49,0.0,7.61
2016-07-10,711,1200.52,74.0,84.0,67.0,0.0,0.0,9.17
2016-07-11,821,647.95,74.0,84.0,65.0,0.0,0.0,6.71
2016-07-12,960,694.09,75.0,84.0,67.0,0.0,0.0,7.38
2016-07-13,934,689.9,78.0,88.0,69.0,0.0,0.0,6.71
2016-07-14,883,670.34,81.0,91.0,76.0,0.12,0.0,6.49
2016-07-15,845,927.97,86.0,94.0,78.0,0.0,0.0,9.4
2016-07-16,589,899.84,82.0,91.0,75.0,0.57,0.0,6.93
2016-07-17,706,1082.08,81.0,93.0,73.0,0.0,0.0,6.04
2016-07-18,768,723.66,83.0,95.0,72.0,0.23,0.0,10.96
2016-07-19,864,659.68,79.0,85.0,72.0,0.0,0.0,11.86
2016-07-20,930,658.58,76.0,86.0,66.0,0.0,0.0,7.61
2016-07-21,960,607.39,80.0,92.0,69.0,0.0,0.0,9.62
2016-07-22,891,864.22,84.0,97.0,73.0,0.0,0.0,14.76
2016-07-23,678,780.59,89.0,98.0,80.0,0.0,0.0,11.63
2016-07-24,726,1182.29,87.0,96.0,73.0,0.0,0.0,8.05
2016-07-25,677,564.19,84.0,99.0,73.0,1.84,0.0,9.17
2016-07-26,1009,869.25,81.0,93.0,72.0,0.0,0.0,10.51
2016-07-27,979,585.87,84.0,93.0,73.0,0.0,0.0,6.26
2016-07-28,890,534.06,83.0,93.0,75.0,0.0,0.0,6.49
2016-07-29,769,676.88,77.0,86.0,70.0,0.87,0.0,8.95
2016-07-30,575,928.33,78.0,86.0,73.0,0.36,0.0,5.82
2016-07-31,643,945.88,76.0,80.0,72.0,0.71,0.0,7.83
2016-08-01,1022,661.64,74.0,79.0,71.0,0.0,0.0,6.71
2016-08-02,1135,843.18,74.0,80.0,67.0,0.0,0.0,6.93
2016-08-03,1185,664.0,73.0,80.0,65.0,0.0,0.0,6.71
2016-08-04,1241,762.26,74.0,81.0,64.0,0.0,0.0,6.49
2016-08-05,1192,764.99,75.0,84.0,67.0,0.0,0.0,8.5
2016-08-06,871,995.97,79.0,91.0,72.0,0.09,0.0,9.4
2016-08-07,948,1341.5,81.0,89.0,71.0,0.0,0.0,8.5
2016-08-08,1152,596.14,80.0,87.0,69.0,0.0,0.0,6.26
2016-08-09,1228,662.82,79.0,87.0,68.0,0.0,0.0,7.38
2016-08-10,1135,650.16,81.0,90.0,75.0,0.11,0.0,10.07
2016-08-11,1089,628.05,86.0,96.0,75.0,0.11,0.0,10.07
2016-08-12,1073,795.79,84.0,97.0,74.0,0.17,0.0,10.74
2016-08-13,710,1004.92,87.0,98.0,79.0,0.0,0.0,8.5
2016-08-14,755,825.5,89.0,97.0,80.0,0.0,0.0,10.74
2016-08-15,1239,606.2,85.0,94.0,77.0,0.0,0.0,7.16
2016-08-16,1068,519.93,85.0,93.0,77.0,0.01,0.0,10.51
2016-08-17,1277,792.34,82.0,88.0,76.0,0.2,0.0,10.74
2016-08-18,1228,701.06,80.0,87.0,73.0,0.1,0.0,5.59
2016-08-19,1117,856.85,81.0,90.0,74.0,0.0,0.0,6.93
2016-08-20,887,985.03,80.0,87.0,72.0,0.0,0.0,7.61
2016-08-21,617,1199.89,80.0,87.0,74.0,0.13,0.0,9.17
2016-08-22,1171,726.79,76.0,81.0,67.0,0.0,0.0,13.87
2016-08-23,1125,530.13,73.0,84.0,59.0,0.0,0.0,6.26
2016-08-24,1226,593.6,76.0,90.0,63.0,0.0,0.0,7.38
2016-08-25,1215,617.45,78.0,88.0,67.0,0.01,0.0,10.07
2016-08-26,1284,1590.39,83.0,95.0,75.0,0.0,0.0,11.41
2016-08-27,1144,1219.36,80.0,88.0,71.0,0.0,0.0,7.16
2016-08-28,1208,1075.02,79.0,87.0,72.0,0.0,0.0,6.71
2016-08-29,1147,677.01,81.0,93.0,72.0,0.0,0.0,10.96
2016-08-30,1267,636.1,77.0,85.0,68.0,0.0,0.0,7.83
2016-08-31,1193,551.22,79.0,92.0,74.0,0.0,0.0,7.61
2016-09-01,915,505.02,75.0,81.0,66.0,0.21,0.0,6.71
2016-09-02,1195,728.86,73.0,82.0,65.0,0.0,0.0,10.74
2016-09-03,847,2870.05,71.0,77.0,65.0,0.0,0.0,10.96
2016-09-04,912,2080.06,71.0,82.0,62.0,0.0,0.0,10.51
2016-09-05,943,1160.64,73.0,86.0,58.0,0.0,0.0,14.32
2016-09-06,1220,740.22,78.0,82.0,69.0,0.0,0.0,19.69
2016-09-07,1301,580.78,76.0,87.0,69.0,0.0,0.0,11.86
2016-09-08,1284,535.33,80.0,92.0,71.0,0.0,0.0,6.04
2016-09-09,1246,644.64,87.0,93.0,78.0,0.0,0.0,7.38
2016-09-10,945,920.05,83.0,92.0,76.0,0.01,0.0,7.61
2016-09-11,903,2806.44,81.0,86.0,66.0,0.0,0.0,13.42
2016-09-12,1248,818.82,69.0,78.0,57.0,0.0,0.0,6.71
2016-09-13,1371,525.38,71.0,84.0,60.0,0.0,0.0,7.61
2016-09-14,1225,1025.79,77.0,94.0,66.0,0.0,0.0,10.96
2016-09-15,1327,531.49,69.0,75.0,60.0,0.0,0.0,9.62
2016-09-16,1309,553.79,67.0,73.0,57.0,0.0,0.0,6.04
2016-09-17,977,928.66,68.0,77.0,59.0,0.0,0.0,7.61
2016-09-18,960,1037.94,75.0,87.0,68.0,0.0,0.0,8.95
2016-09-19,702,513.74,74.0,76.0,70.0,1.03,0.0,4.92
2016-09-20,1281,597.08,75.0,84.0,69.0,0.0,0.0,5.14
2016-09-21,1245,589.01,76.0,86.0,67.0,0.0,0.0,7.61
2016-09-22,1328,533.21,73.0,84.0,61.0,0.0,0.0,5.59
2016-09-23,1321,575.76,75.0,90.0,60.0,0.01,0.0,5.37
2016-09-24,977,1110.87,68.0,72.0,58.0,0.44,0.0,11.41
2016-09-25,1049,992.39,62.0,71.0,52.0,0.0,0.0,6.49
2016-09-26,1259,707.41,63.0,73.0,51.0,0.0,0.0,8.95
2016-09-27,1267,631.48,69.0,76.0,62.0,0.12,0.0,5.82
2016-09-28,1242,775.12,65.0,73.0,56.0,0.0,0.0,12.3
2016-09-29,1144,505.74,61.0,65.0,58.0,0.04,0.0,14.32
2016-09-30,482,451.56,59.0,60.0,56.0,0.31,0.0,16.33
2016-10-01,740,1925.3,59.0,63.0,56.0,0.0,0.0,11.41
2016-10-02,754,663.0,60.0,65.0,57.0,0.0,0.0,5.59
2016-10-03,1141,613.01,65.0,74.0,60.0,0.0,0.0,4.92
2016-10-04,1261,558.14,65.0,71.0,61.0,0.0,0.0,10.29
2016-10-05,1277,560.22,61.0,68.0,52.0,0.0,0.0,7.16
2016-10-06,1182,490.25,62.0,75.0,51.0,0.0,0.0,5.14
2016-10-07,1199,691.64,63.0,74.0,53.0,0.0,0.0,4.47
2016-10-08,631,1188.26,63.0,69.0,55.0,0.17,0.0,5.37
2016-10-09,387,1048.92,60.0,66.0,52.0,0.48,0.0,17.0
2016-10-10,1048,702.92,56.0,66.0,47.0,0.0,0.0,12.97
2016-10-11,1132,496.22,53.0,64.0,43.0,0.0,0.0,5.37
2016-10-12,1271,647.97,58.0,67.0,47.0,0.0,0.0,4.47
2016-10-13,1178,471.62,60.0,68.0,52.0,0.01,0.0,7.83
2016-10-14,1134,525.6,56.0,64.0,46.0,0.0,0.0,8.05
2016-10-15,929,930.15,53.0,64.0,42.0,0.0,0.0,6.71
2016-10-16,783,881.11,58.0,73.0,45.0,0.0,0.0,8.5
2016-10-17,1250,637.08,70.0,83.0,60.0,0.0,0.0,6.49
2016-10-18,1229,632.45,72.0,85.0,62.0,0.0,0.0,9.62
2016-10-19,1219,556.54,76.0,87.0,64.0,0.0,0.0,9.84
2016-10-20,1213,580.03,67.0,71.0,60.0,0.0,0.0,9.4
2016-10-21,801,534.09,68.0,71.0,58.0,0.22,0.0,4.47
2016-10-22,436,514.66,54.0,58.0,47.0,0.55,0.0,16.11
2016-10-23,654,718.74,53.0,65.0,44.0,0.0,0.0,14.32
2016-10-24,1123,455.23,57.0,66.0,47.0,0.0,0.0,12.75
2016-10-25,1012,958.42,49.0,54.0,42.0,0.0,0.0,11.63
2016-10-26,968,454.04,45.0,52.0,37.0,0.0,0.0,10.96
2016-10-27,502,511.23,45.0,56.0,42.0,0.65,0.0,8.05
2016-10-28,879,440.9,48.0,51.0,42.0,0.0,0.0,13.87
2016-10-29,651,705.93,49.0,66.0,37.0,0.0,0.0,8.95
2016-10-30,623,1118.54,65.0,78.0,54.0,0.92,0.0,9.4
2016-10-31,1004,684.62,52.0,57.0,43.0,0.0,0.0,10.96
2016-11-01,1016,600.45,48.0,60.0,37.0,0.0,0.0,7.38
2016-11-02,1090,494.05,59.0,73.0,51.0,0.0,0.0,8.05
2016-11-03,987,535.96,63.0,74.0,57.0,0.0,0.0,11.63
2016-11-04,1010,612.87,58.0,62.0,47.0,0.0,0.0,11.63
2016-11-05,774,896.81,52.0,65.0,40.0,0.0,0.0,8.5
2016-11-06,716,804.8,54.0,60.0,43.0,0.0,0.0,13.2
2016-11-07,898,437.58,47.0,56.0,36.0,0.0,0.0,7.61
2016-11-08,988,524.65,51.0,69.0,38.0,0.0,0.0,4.03
2016-11-09,729,444.79,55.0,58.0,48.0,0.2,0.0,7.83
2016-11-10,922,442.28,49.0,58.0,41.0,0.0,0.0,10.96
2016-11-11,808,464.52,53.0,64.0,42.0,0.0,0.0,17.22
2016-11-12,573,644.2,44.0,53.0,37.0,0.0,0.0,9.84
2016-11-13,620,868.69,46.0,63.0,34.0,0.0,0.0,9.17
2016-11-14,953,446.3,49.0,63.0,37.0,0.0,0.0,5.82
2016-11-15,420,585.13,52.0,54.0,46.0,2.79,0.0,10.74
2016-11-16,986,461.69,51.0,64.0,41.0,0.0,0.0,9.17
2016-11-17,999,502.42,55.0,63.0,48.0,0.0,0.0,9.84
2016-11-18,921,477.2,54.0,67.0,44.0,0.0,0.0,4.25
2016-11-19,764,895.26,53.0,61.0,36.0,0.2,0.0,9.17
2016-11-20,335,428.22,42.0,43.0,34.0,0.23,0.0,21.47
2016-11-21,677,1450.16,39.0,42.0,37.0,0.0,0.0,21.03
2016-11-22,731,418.37,39.0,44.0,37.0,0.0,0.0,18.12
2016-11-23,743,6956.94,40.0,48.0,33.0,0.0,0.0,9.17
2016-11-24,247,2027.68,43.0,50.0,35.0,0.0,0.0,6.93
2016-11-25,424,526.06,48.0,55.0,45.0,0.01,0.0,4.7
2016-11-26,444,662.8,48.0,53.0,41.0,0.0,0.0,8.95
2016-11-27,443,839.96,43.0,52.0,35.0,0.0,0.0,8.72
2016-11-28,717,498.33,44.0,54.0,32.0,0.0,0.0,4.92
2016-11-29,364,655.55,53.0,60.0,49.0,2.02,0.0,8.05
2016-11-30,533,414.31,56.0,58.0,52.0,1.07,0.0,6.93
2016-12-01,783,454.08,52.0,55.0,41.0,0.11,0.0,13.87
2016-12-02,754,657.75,45.0,53.0,38.0,0.0,0.0,14.76
2016-12-03,471,531.66,45.0,50.0,41.0,0.0,0.0,17.0
2016-12-04,434,1151.25,43.0,48.0,39.0,0.0,0.0,9.62
2016-12-05,640,426.51,43.0,50.0,37.0,0.16,0.0,8.28
2016-12-06,611,458.46,42.0,46.0,34.0,0.44,0.0,7.61
2016-12-07,709,556.05,42.0,48.0,37.0,0.05,0.0,6.93
2016-12-08,694,513.57,40.0,44.0,33.0,0.0,0.0,10.74
2016-12-09,666,781.63,35.0,41.0,29.0,0.0,0.0,15.66
2016-12-10,367,420.41,31.0,37.0,23.0,0.0,0.0,9.4
2016-12-11,299,964.97,30.0,34.0,25.0,0.01,0.3,5.14
2016-12-12,540,417.38,38.0,46.0,32.0,0.5,0.0,8.72
2016-12-13,732,512.03,38.0,44.0,33.0,0.0,0.0,5.59
2016-12-14,698,460.26,39.0,44.0,32.0,0.0,0.0,9.62
2016-12-15,523,478.54,28.0,32.0,18.0,0.0,0.1,20.58
2016-12-16,524,476.61,20.0,28.0,16.0,0.0,0.0,11.41
2016-12-17,116,561.22,29.0,36.0,24.0,0.71,3.0,4.92
2016-12-18,257,510.19,42.0,59.0,31.0,0.07,0.0,10.51
2016-12-19,479,563.82,29.0,31.0,22.0,0.0,0.0,11.86
2016-12-20,551,379.68,25.0,34.0,18.0,0.0,0.0,6.49
2016-12-21,562,402.68,32.0,42.0,24.0,0.0,0.0,6.26
2016-12-22,610,1067.37,40.0,51.0,32.0,0.0,0.0,9.84
2016-12-23,499,467.29,42.0,48.0,34.0,0.0,0.0,9.17
2016-12-24,176,521.41,41.0,46.0,37.0,0.49,0.0,7.61
2016-12-25,207,1026.15,43.0,52.0,34.0,0.0,0.0,8.5
2016-12-26,223,585.65,35.0,47.0,29.0,0.0,0.0,7.38
2016-12-27,580,663.47,53.0,62.0,40.0,0.01,0.0,13.65
2016-12-28,478,394.13,41.0,43.0,31.0,0.0,0.0,8.28
2016-12-29,269,411.73,38.0,45.0,31.0,0.36,0.0,8.05
2016-12-30,379,399.2,37.0,42.0,32.0,0.0,0.0,14.99
2016-12-31,283,1244.96,35.0,44.0,29.0,0.0,0.0,12.3
